Inventaire;Cote;Rubrique;Genre;Titre;SousTitre;ISBN;Auteur;Illustrateur;Annee;Editeur;Collection;Numero;Support;Mots-clefs;Niveau;Description;Taille;Date achat;Financement;Empruntable
1020;551.400;Relief - Océans - Rivières;Album;Sous les mers;"";273664820X;Collectif;"";1997;Epigones;Fenêtres;"";Livre;mer : géologie, mer : milieu,;Elémentaire;Comment la mer agit-elle sur le rivage ?  Qui vit dans l'océan ?  Les oiseaux de mer savent-ils nager ?  Qui fait les plus grands voyages ?  Comment respire-t-on sous l'eau ?  Pourquoi y a-t-il des marées ?  Les voiliers craignent-ils le vent ?  Qui pollue la mer ?  Comment protéger le bord de mer ?;"";"";"";Oui
1021;629.200;Automobile - Vélo - Moto;Album;Les motos;"";2736648269;Graham (Ian);Hewetson (Nicholas);1998;Epigones;Fenêtres;"";Livre;moto;Elémentaire;Si vous êtes un fan de moto, ce documentaire est pour vous. Vous y trouverez toutes les motos : de la plus ancienne à la dernière née, de la moto de guerre à la moto de course en passant par la moto du service public. Vous entrerez dans un moteur, vous monterez sur un dragster ou sur un custom, sans oublier tout ce que vous devez savoir sur la sécurité et plein d'autres informations.;39 pages;"";"";Oui
1022;937.000;Romains;Album;Les Romains;"";2-7366-4813-7;Kerr (Daisy);"";1996;Epigones;Fenêtres;"";Livre;Rome antique;Cycle 3;"";39 pages;"";"";Oui
1023;940.100;Histoire de l'Europe : Moyen Age (de 487 à 1453);Album;Les chevaliers;"";2736648153;Kerr (Daisy);"";1998;Epigones;Fenêtres;"";Livre;chevalerie, Moyen Age;Elémentaire;L'écuyer du chevalier Franck de Pierrechant raconte à la première personne la vie quotidienne du début du Moyen Age, les fêtes et les toumois, mais aussi la préparation d'une résistance à l'attaque des barbares.;"";"";"";Oui
1024;800.000;Lire des histoires;Bandes dessinées;Talon (Achille, pour les dames);"";2205038672;Greg;Greg;"";Dargaud;Achille Talon;"";Livre;humour;Cours moyen;"";"";"";"";Oui
1025;800.000;Lire des histoires;Romans et nouvelles;Jojo Lapin lit dans les astres;"";2010194896;Royer (Alain);Baudry (Emmanuel);2000;Hachette;Bibliothèque mini rose;"";Livre;aventures;Cycle 2;Connaissez-vous la nouvelle ? Jojo Lapin vient d'être nommé astrologue de la reine. Tous les jeudis, il s'en va prédire l'avenir à Dame Lionne qui ne jure plus que par lui. Quelle inquiétude pour Maître Renard ! Le voilà bien menacé... car si Jojo dit du mal de lui, le roi l'apprendra. Et adieu, les faveurs de Sire Lion... Aïe, aïe, aïe !;"";"";"";Oui
1026;800.000;Lire des histoires;Romans et nouvelles;C'est mon secret !;"";2081661705;Ben Kemoun (Hubert);Truong (Marcelino);1999;Père Castor;Les trois loups;"";Livre;histoire d'enfants;Cycle 2;"A la pêche à la ligne, j'ai attrapé une bille au pouvoir magique. Mais chut ! je ne peux le dire à personne.";40 p;"";"";Oui
1027;800.000;Lire des histoires;Romans et nouvelles;Je suis invisible;"";2081606046;Delval (Jacques);"";1997;Père Castor;Les trois loups;"";Livre;science fiction, merveilleux;Cycle 3;Nicolas s'enferme dans son bureau, un jour de grande colère, et disparaît aux yeux de tous. Transparent, plus personne ne le remarque...  Comment faire pour être à nouveau visible ?  Une aventure fantastique qui devrait servir de leçon aux papas trop pressés. Par l'auteur de Laura et le mystère de la chambre rose et d'Un barrage dans la vallée.;64 p;"";"";Oui
1028;800.000;Lire des histoires;Romans et nouvelles;C'est mon nid !;"";2081661187;Delval (Marie-Hélène);Le Goff (Hervé);1997;Flammarion;Pere castor;"";Livre;histoire d'animaux, sentiment;Cycle 2;Un matin de printemps, Loly la lutine trouve un oeuf tombé de son nid. Elle l'installe chez elIe. Trois jours plus tard, l'oeuf éclôt...;28 pages;"";"";Oui
1029;800.000;Lire des histoires;Romans et nouvelles;Feu follet est très pressé;"";208166156X;Fournout (Sylvie);Franquin (Gérard);1999;Père Castor;Faim de loup;"";Livre;histoire d'animaux;Cycle 2;Contes créoles, contes des esclaves fugitifs, légendes des Wayanas ou bien des Galibis, voici douze histoires qu'on se raconte encore autour du feu dans les villages guyanais. Dans un véritable ballet fantastique, se côtoient revenants, esprits des bois et animaux sauvages...;27 pages;"";"";Oui
1030;800.000;Lire des histoires;Album;Casper et ses amis;Un fantôme sur la lune;2.261.00546.6;Harvey (Alfred);Forster (Nadine);1978;G.P.;Rouge et or;"";Livre;légende;Elémentaire;"";"";"";"";Oui
1031;800.000;Lire des histoires;Album;Les bêtes que j'aime;"";2.08.160122.2;Louv'a;Guertik (Hélène);1994;Flammarion;Albums du père Castor;"";Livre;histoire d'animaux;Elémentaire;"";24 p;"";"";Oui
1032;800.000;Lire des histoires;Album;Les animaux qui cherchaient l'été;"";2081600021;Caputo (Natha);Muller (Gerda);1960;Flammarion;Albums du père Castor;"";Livre;histoire d'animaux;Elémentaire;"";15 pages;"";"";Oui
1033;800.000;Lire des histoires;Contes;Conte de la marguerite;"";2-08-160241-5;Appia (Béatrice);"";1983;Flammarion;Secondes lectures;"";Livre;merveilleux;Cycle 2;"";24 p;"";"";Oui
1100;800.000;Lire des histoires;Romans et nouvelles;Le chien du roi Arthur;"";2266086456;Weulersse (Odile);"";1998;Pocket;Pocket junior;"";Livre;Moyen Age, chevalerie;Cours moyen;Au pays de Galles en l'an de grâce 517, Oscar galope à travers la lande en chantant. Ce fils d'un humble berger rencontrera-t-il la bonne et belle aventure qui lui permettra de réaliser son voeu le plus cher : devenir chevalier de la Table Ronde ?  A coeur vaillant, rien d'impossible.;"";"";"";Oui
1101;800.000;Lire des histoires;Romans et nouvelles;Un été aux Arpents;"";2.08.161718.8;Wildsmith (Alan);Beaujard (Yves);1980;Père Castor;Castor poche;"";Livre;forêt, Canada : géographie;Cycle 3;Quand la famille quitte la ville pour habiter une vieille ferme, les trois aînés se réjouissent à l'idée d'explorer le territoire des Arpents, au milieu de la forêt canadienne. Mais John va faire une découverte étrange dans la cabane de la propriéré. Paula et David rient d'abord de ses craintes, puis vont, à leur tour, être gagnés par l'inquiétude : des traces mystérieuses sont découvertes dans les herbes, des bruits étranges retentissent dans la nuit... Comment les enfants réussiront-ils à percer le secret de la vieille cabane?;"";"";"";Oui
1102;800.000;Lire des histoires;Romans et nouvelles;Wiggins et la ligne chocolat;"";2841465209;Nicomède (Béatrice);"";1998;Syros;Souris noire;"";Livre;policier, Europe : géographie;Cours moyen;"En attendant, on était à l'aube du lundi. C'était le jour du cours de dessin de Marjorie Brazenduke et il fallait que je me transforme en fantôme pour la suivre sans être vu.". Wiggins rêve de devenir un grand détective... Heureusement, Sherlock Holmes vient à sa rescousse pour élucider le mystère Brazenduke...;132 p;"";"";Oui
1103;800.000;Lire des histoires;Romans et nouvelles;Le hold-up de la tour Eiffel;"";2211018904;Pussey (Gérard);Sarrazin (Jean-Charles);1994;Ecole des loisirs;Mouche de poche;"";Livre;histoire d'enfants, humour;Cycle 2;C'est décidé, plus tard Frédéric sera détective, comme son père, Léo Miratou, la terreur des malfaiteurs de Goussainville. Et au fait, pourquoi attendre plus tard? Frédéric trouve que les nouveaux voisins ont un comportement très suspect. Il se demande même si par hasard il ne s'agirait pas des responsables du fameux hold-up de la tour Eiffel. Mais quand il explique ses soupçons à son père, celui-ci rigole, pas très gentiment. Il a tort, car Frédéric a appris beaucoup de choses, en observant à la loupe son papa détective, et il va le lui prouver.;69 pages;"";"";Oui
1104;800.000;Lire des histoires;Bandes dessinées;Max et lili veulent tout tout de suite !;"";2884455582;Saint Mars (Dominique de);Bloch (Serge);2000;Calligram;Ainsi va la vie;53;Livre;histoire d'enfants;Cycle 2;"";48 p;"";"";Oui
1105;800.000;Lire des histoires;Album;Lili veut protéger la nature;"";2-88445-249-4;Saint Mars (Dominique de);Bloch (Serge);1996;Calligram;Ainsi va la vie;23;Livre;écologie;Cycle 2;Lili prend conscience des problèmes d'environnement et de protection de la nature. Mais, avec son nouveau club, elle veut aller trop vite et elle dérange !  Une histoire pour apprendre à être actif, et pour découvrir que l'on peut faire une quantité de petites choses utiles.;"";"";"";Oui
1106;800.000;Lire des histoires;Album;Le chouchou;"";2884455353;Gauthier (Bertrand);Sylvestre (Daniel);2000;Calligram;Ainsi va la vie Zunik;3;Livre;humour, histoire d'enfants, éc;Cycle 2;"";"";"";"";Oui
1107;800.000;Lire des histoires;Album;Le rendez-vous;"";288445537X;Gauthier (Bertrand);Sylvestre (Daniel);2000;Calligram;Ainsi va la vie Zunik;5;Livre;humour, histoire d'enfants, éc;Cycle 2;"";"";"";"";Oui
1110;800.000;Lire des histoires;Album;Chante pinson;"";2081601044;François (Paul);Simon (Romain);1993;Père Castor;Premières lectures;"";Livre;histoire d'animaux;Cycle 2;"";15 p;"";"";Oui
1111;800.000;Lire des histoires;Album;Vacances dans le jardin;"";2081627108;Chaplet (Kersti);Chaplet (Kersti);1975;Flammarion;Albums du père Castor;"";Livre;famille;Cycle 1;"";18 cm;"";"";Oui
1112;800.000;Lire des histoires;Album;Pitou l'enfant roi;"";2863580191;Idatte (Jean Pierre);Trublin (Michel);1991;Les 3 chardons;"";"";Livre;histoire d'enfants, aventures;Cycle 2;"";"";"";"";Oui
1113;800.000;Lire des histoires;Album;La boîte à soleil;"";2081600056;Deletaille (Albertine);"";1993;Flammarion;Albums du père Castor;"";Livre;histoire d'enfants;Cycle 2;"";16 pages;"";"";Oui
1114;800.000;Lire des histoires;Album;Les bons amis;"";2081600064;François (Paul);Muller (Gerda);1993;Père Castor;Premières lectures;"";Livre;histoire d'animaux;Cycle 2;"";15 p;"";"";Oui
1115;800.000;Lire des histoires;Album;Perlette, goutte d'eau;"";2.08.160224.5;Colmont (Marie);Gerda;1960;Flammarion;Albums du père Castor;"";Livre;conte;Elémentaire;"";24 p;"";"";Oui
917;800.000;Lire des histoires;Contes;Le 397 ème éléphant blanc;"";2092821369;Guillot (René);Heinrich (Christian);1995;Nathan;Pleine Lune;25;Livre;histoire d'enfants, éléphant,;Cycle 3;Le petit prince pleure toutes les larmes de son corps : le 396ème éléphant blanc est mort ce matin... Mais déjà, il faut penser à le remplacer. La lumière du matin ira parler aux collines du bout du monde; à lui seul, elles dévoileront le lieu où elles cachent le 397ème éléphant blanc. Ce sera le début d'une chasse magique...;"";"";"";Oui
918;800.000;Lire des histoires;Romans et nouvelles;L'enfant de la mer;"";208160602X;Grimaud (Michel);Pilorget (Bruno);1997;Père Castor;Faim de loup;"";Livre;histoire d'enfants, mer : géol;Cours élémentaire;L'enfant à la peau argentée déposé par la mer sur la plage de Cap de Chien n'est pas un enfant comme les autres...;64 pages;"";"";Oui
919;800.000;Lire des histoires;Romans et nouvelles;Rude samedi pour Angèle;"";"";Desplechin (Marie);"";"";Ecole des  loisirs;"";"";Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
920;800.000;Lire des histoires;Romans et nouvelles;Le génie et la fée;"";288445022X;London (Jack);Lemoine (Georges);"";Calligram;Rayon bleu;1;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
921;800.000;Lire des histoires;Romans et nouvelles;Le papa de Simon;"";"";Maupassant (Guy De);Lapointe (Claude);"";Calligram;Rayon bleu;2;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
923;800.000;Lire des histoires;Romans et nouvelles;Etienne et le Fantôme maudit;"";"";Hancock (Sibyl);Zimmer (Dirk);"";Calligram;Rayon bleu;3;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
924;800.000;Lire des histoires;Romans et nouvelles;Sauvez ce Fantôme;"";"";Reit (Seymour);Blake (Quentin);"";Calligram;Rayon bleu;4;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
925;800.000;Lire des histoires;Romans et nouvelles;Saint Népomucène et le savetier;"";"";Dumas (Alexandre);Denieuil (Pierre);"";Calligram;Rayon bleu;5;Livre;conte;Cours élémentaire;"";"";"";"";Oui
926;800.000;Lire des histoires;Romans et nouvelles;La lumière du Mont Fouji;"";"";Nikly (Michelle);"";"";Calligram;Rayon bleu;6;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
927;800.000;Lire des histoires;Romans et nouvelles;La famille Fenouillard au Mont-Saint-Michel;"";"";Christophe;"";"";Calligram;Rayon bleu;7;Livre;humour;Cours élémentaire;"";"";"";"";Oui
928;800.000;Lire des histoires;Revues et magazines;Le nez;"";"";V.Gogol (Nicolas);Besson (Jean-Louis);"";Calligram;Rayon bleu;8;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
929;800.000;Lire des histoires;Romans et nouvelles;C'est la fête, Nicolas;"";"";Townson (Hazel);Ross (Tony);"";Calligram;Rayon bleu;9;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
930;800.000;Lire des histoires;Romans et nouvelles;Le petit cheval bossu;"";"";Erchow (Pp);Spirin (Gennadij);"";Calligram;Rayon bleu;10;Livre;conte;Cours élémentaire;"";"";"";"";Oui
931;800.000;Lire des histoires;Romans et nouvelles;Les prisonniers;"";"";Maupassant (Guy De);Lapointe (Claude);"";Calligram;Rayon bleu;11;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
932;800.000;Lire des histoires;Romans et nouvelles;Mon bel ibis rouge;"";"";Hurst (James);Dumas (Philippe);"";Calligram;Rayon bleu;12;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
933;800.000;Lire des histoires;Romans et nouvelles;La famille Fenouillard au Havre;"";"";Christophe;"";"";Calligram;Rayon bleu;13;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
934;800.000;Lire des histoires;Romans et nouvelles;La famille Fenouillard chez les Sioux;"";"";Christophe;"";"";Calligram;Rayon bleu;14;Livre;humour;Cours élémentaire;"";"";"";"";Oui
935;800.000;Lire des histoires;Romans et nouvelles;Le secret du magicien;"";"";Selznick (Brian);"";"";Calligram;Rayon bleu;15;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
936;800.000;Lire des histoires;Romans et nouvelles;Mon oncle Jules;"";"";Maupassant (Guy De);Lapointe (Claude);"";Calligram;Rayon bleu;16;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
937;800.000;Lire des histoires;Romans et nouvelles;La grande vague;"";"";Buck (Pearl);Hamamoto (Yasuyuki);"";Calligram;Rayon bleu;17;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
938;800.000;Lire des histoires;Romans et nouvelles;La famille Fenouillard au Japon;"";"";Christophe;"";"";Calligram;Rayon bleu;19;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
939;800.000;Lire des histoires;Romans et nouvelles;La famille Fenouillard chez les Papous;"";"";Christophe;Christophe;"";Calligram;Rayon bleu;20;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
940;800.000;Lire des histoires;Romans et nouvelles;Mouchoir jaune;"";"";London (Jack);Lapointe (Claude);"";Calligram;Rayon bleu;22;Livre;aventures;Cours élémentaire;"";"";"";"";Oui
941;800.000;Lire des histoires;Romans et nouvelles;Le poisson-dragon;"";"";Buck (Pearl);Hamamoto (Yasuyuki);"";Calligram;Rayon bleu;23;Livre;histoire d'animaux;Cours élémentaire;"";"";"";"";Oui
942;800.000;Lire des histoires;Romans et nouvelles;Stanley et la lampe merveilleuse;"";"";Brown (Jeff);Blake (Quentin);"";Calligram;Rayon bleu;24;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
944;800.000;Lire des histoires;Romans et nouvelles;Fox cherche du travail;"";"";Marshall (James);Marshall (James);"";Calligram;Rayon bleu;20;Livre;aventures;Cours élémentaire;"";"";"";"";Oui
945;800.000;Lire des histoires;Romans et nouvelles;Monsieur Lajaunisse;"";"";"";"";"";Calligram;Rayon bleu;22;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
946;800.000;Lire des histoires;Romans et nouvelles;Les Malices de Plick et Plock;"";"";Christophe;Christophe;"";Calligram;Rayon bleu;14;Livre;histoire d'enfants;Cours élémentaire;"";"";"";"";Oui
