dc.title,dc.identifier,dc.creator,dc.contributor,dc.subject,dc.description,dc.publisher,dc.date,dc.type,dc.format,dc.source,dc.relation,dc.coverage,dc.rights,item.id,item.callNumber,item.acquisitionDate,item.fundingSource
"Cheval, mon dada",,,,équitation,,Fleurus,,Text,,Idées-jeu,,Pré-élémentaire,Loanable,5017,790.000,,
111 expériences amusantes,,"Zanini, G.","Pretto, G.",jeu,,Hachette,,Text,,Nouvelle encyclopédie de la jeunesse,,Pré-élémentaire,Loanable,5018,790.000,,
Les secrets de la Calypso: Et de l'Alcyone,,,,mer : milieu,,Hachette jeunesse,,Text,,Nature et aventure,,Pré-élémentaire,Loanable,5019,577.000,,
Ratus raconte ses vacances,,"Guion, J Et J","Vogel, Olivier",histoire d'animaux,,Hatier,,Text,,Petits romans,,Pré-élémentaire,Loanable,5022,800.000,,
Petits chaperons loups,,"Bruel, Christian","Claveloux, Nicole",roman,,Etre éditions,,Text,,Vis-a-vis,,Pré-élémentaire,Loanable,5023,800.000,,
Héros de la Résistance,,"Ollivier, Jean","Beaujard, Yves",France : histoire,,Nathan,,Text,,Monde en poche,783,Pré-élémentaire,Loanable,5024,944.000,,
J'aime lire n° 159,,,,rien,,Bayard,,Text;Periodical,,,159,Pré-élémentaire,Loanable,5025,,,
J'aime lire n° 257,,,,rien,,Bayard,,Text;Periodical,,,257,Pré-élémentaire,Loanable,5026,,,
J'aime lire n° 127,,,,rien,,Bayard,,Text;Periodical,,,127,Pré-élémentaire,Loanable,5027,,,
J'aime lire n° 117,,,,rien,,Bayard,,Text;Periodical,,,117,Pré-élémentaire,Loanable,5028,,,
J'aime lire n° 152,,,,rien,,Bayard,,Text;Periodical,,,152,Pré-élémentaire,Loanable,5029,,,
J'aime lire n° 199,,,,rien,,Bayard,,Text;Periodical,,,199,Pré-élémentaire,Loanable,5030,,,
J'aime lire n° 199,,,,rien,,Bayard,,Text;Periodical,,,199,Pré-élémentaire,Loanable,5031,,,
J'aime lire n° 188,,,,rien,,Bayard,,Text;Periodical,,,188,Pré-élémentaire,Loanable,5032,,,
J'aime lire n° 158,,,,rien,,Bayard,,Text;Periodical,,,158,Pré-élémentaire,Loanable,5033,,,
J'aime lire n° 154,,,,rien,,Bayard,,Text;Periodical,,,154,Pré-élémentaire,Loanable,5034,,,
J'aime lire n° 219,,,,rien,,Bayard,,Text;Periodical,,,219,Pré-élémentaire,Loanable,5035,,,
J'aime lire n° 69,,,,rien,,Bayard,,Text;Periodical,,,69,Pré-élémentaire,Loanable,5036,,,
J'aime lire n° 87,,,,rien,,Bayard,,Text;Periodical,,,87,Pré-élémentaire,Loanable,5037,,,
J'aime lire n° 236,,,,rien,,Bayard,,Text;Periodical,,,236,Pré-élémentaire,Loanable,5038,,,
J'aime lire n° 251,,,,rien,,Bayard,,Text;Periodical,,,251,Pré-élémentaire,Loanable,5039,,,
J'aime lire n° 264,,,,rien,,Bayard,,Text;Periodical,,,264,Pré-élémentaire,Loanable,5040,,,
J'aime lire n° 322,,,,rien,,Bayard,,Text;Periodical,,,322,Pré-élémentaire,Loanable,5041,,,
J'aime lire n° 214,,,,rien,,Bayard,,Text;Periodical,,,214,Pré-élémentaire,Loanable,5042,,,
J'aime lire n° 212,,,,rien,,Bayard,,Text;Periodical,,,212,Pré-élémentaire,Loanable,5043,,,
J'aime lire n° 221,,,,rien,,Bayard,,Text;Periodical,,,221,Pré-élémentaire,Loanable,5045,,,
Je lis déjà n° 123,,,,rien,,Fleurus,,Text;Periodical,,,123,Pré-élémentaire,Loanable,5046,,,
Je lis déjà n° 218,,,,rien,,Fleurus,,Text;Periodical,,,218,Pré-élémentaire,Loanable,5047,,,
Je lis déjà n° 193,,,,rien,,Fleurus,,Text;Periodical,,,193,Pré-élémentaire,Loanable,5048,,,
Je lis déjà n° 182,,,,rien,,Fleurus,,Text;Periodical,,,182,Pré-élémentaire,Loanable,5049,,,
Je lis déjà n° 122,,,,rien,,Fleurus,,Text;Periodical,,,122,Pré-élémentaire,Loanable,5050,,,
Je lis déjà n° 112,,,,rien,,Fleurus,,Text;Periodical,,,112,Pré-élémentaire,Loanable,5051,,,
Je lis déjà n° 142,,,,rien,,Fleurus,,Text;Periodical,,,142,Pré-élémentaire,Loanable,5052,,,
Je lis déjà n° 96,,,,rien,,Fleurus,,Text;Periodical,,,96,Pré-élémentaire,Loanable,5053,,,
Je lis déjà n° 45,,,,rien,,Fleurus,,Text;Periodical,,,45,Pré-élémentaire,Loanable,5054,,,
Je lis déjà n° 116,,,,rien,,Fleurus,,Text;Periodical,,,116,Pré-élémentaire,Loanable,5055,,,
Je lis déjà n° 121,,,,rien,,Fleurus,,Text;Periodical,,,121,Pré-élémentaire,Loanable,5056,,,
Je lis déjà n° 120,,,,rien,,Fleurus,,Text;Periodical,,,120,Pré-élémentaire,Loanable,5057,,,
Je lis déjà n° 118,,,,rien,,Fleurus,,Text;Periodical,,,118,Pré-élémentaire,Loanable,5058,,,
Je lis déjà n° 118,,,,rien,,Fleurus,,Text;Periodical,,,118,Pré-élémentaire,Loanable,5059,,,
Je lis déjà n° 117,,,,rien,,Fleurus,,Text;Periodical,,,117,Pré-élémentaire,Loanable,5060,,,
Je lis déjà n° 92,,,,rien,,Fleurus,,Text;Periodical,,,92,Pré-élémentaire,Loanable,5061,,,
Je lis déjà n° 114,,,,rien,,Fleurus,,Text;Periodical,,,114,Pré-élémentaire,Loanable,5062,,,
Je lis déjà n° 107,,,,rien,,Fleurus,,Text;Periodical,,,107,Pré-élémentaire,Loanable,5063,,,
Je lis déjà n° 93,,,,rien,,Fleurus,,Text;Periodical,,,93,Pré-élémentaire,Loanable,5064,,,
Je lis déjà n° 123,,,,rien,,Fleurus,,Text;Periodical,,,123,Pré-élémentaire,Loanable,5065,,,
Je lis des histoires vraies n° 106,,,,rien,,,,Text;Periodical,,,106,Pré-élémentaire,Loanable,5066,,,
Je lis des histoires vraies n° 11,,,,rien,,,,Text;Periodical,,,11,Pré-élémentaire,Loanable,5067,,,
Je lis des histoires vraies n° 15,,,,rien,,,,Text;Periodical,,,15,Pré-élémentaire,Loanable,5068,,,
Je lis des histoires vraies n° 16,,,,rien,,,,Text;Periodical,,,16,Pré-élémentaire,Loanable,5069,,,
Je lis des histoires vraies n° 103,,,,rien,,,,Text;Periodical,,,103,Pré-élémentaire,Loanable,5070,,,
Je lis des histoires vraies n° 136,,,,rien,,,,Text;Periodical,,,136,Pré-élémentaire,Loanable,5071,,,
Les belles histoires de Pomme d'Api n° 124: Une semaine agitée,,,,rien,,Bayard,,Text;Periodical,,,124,Pré-élémentaire,Loanable,5072,,,
Les belles histoires de Pomme d'Api n° 71: Les deux fils du roi des vents,,,,rien,,Bayard,,Text;Periodical,,,71,Pré-élémentaire,Loanable,5073,,,
Les belles histoires de Pomme d'Api n° 37: Tout seuls à la maison,,,,rien,,Bayard,,Text;Periodical,,,37,Pré-élémentaire,Loanable,5074,,,
Les belles histoires de Pomme d'Api n° 14: L'allumeur de réverbères,,,,rien,,Bayard,,Text;Periodical,,,14,Pré-élémentaire,Loanable,5076,,,
Les belles histoires de Pomme d'Api n° 19: Le jardin de Julien,,,,rien,,Bayard,,Text;Periodical,,,19,Pré-élémentaire,Loanable,5077,,,
Les belles histoires de Pomme d'Api n° 24: Les 7 soleils,,,,rien,,Bayard,,Text;Periodical,,,24,Pré-élémentaire,Loanable,5078,,,
Les belles histoires de Pomme d'Api n° 15: Rose,,,,rien,,Bayard,,Text;Periodical,,,15,Pré-élémentaire,Loanable,5079,,,
Les belles histoires de Pomme d'Api n° 17: Astrapi Astrapan,,,,rien,,Bayard,,Text;Periodical,,,17,Pré-élémentaire,Loanable,5080,,,
Les belles histoires de Pomme d'Api n° 28: Le cheval vert du seigneur Lionel,,,,rien,,Bayard,,Text;Periodical,,,28,Pré-élémentaire,Loanable,5081,,,
Les belles histoires de Pomme d'Api n° 13: L'arbre qui était une maison,,,,rien,,Bayard,,Text;Periodical,,,13,Pré-élémentaire,Loanable,5082,,,
Mes premiers j'aime lire n° 58,,,,rien,,Bayard,,Text;Periodical,,,58,Pré-élémentaire,Loanable,5083,,,
Mes premiers j'aime lire n° 71,,,,rien,,Bayard,,Text;Periodical,,,71,Pré-élémentaire,Loanable,5084,,,
Mes premiers j'aime lire n° 1,,,,rien,,Bayard,,Text;Periodical,,,1,Pré-élémentaire,Loanable,5085,,,
Tom-Tom et Nana : Dégats à gogo,2747014010,"Cohen, Jacqueline","Després, Bernadette",aventures,,Bayard,1998,Text,94 pages,Tom Tom et Nana,23,Cycle 2,Loanable,5086,800.000,,
"Tom-Tom et Nana : Au zoo, les zozos",2747014029,"Cohen, Jacqueline","Després, Bernadette",humour,,Bayard poche,2004,Text,,,24,Cycle 2,Loanable,5087,800.000,,
Tom-Tom et Nana : Dégats à gogo,2747014010,"Cohen, Jacqueline","Després, Bernadette",aventures,,Bayard,1998,Text,94 pages,Tom Tom et Nana,23,Cycle 2,Loanable,5089,800.000,,
Wapiti n° 142,,,,rien,,Milan,,Text;Periodical,,,142,Cycle 2,Loanable,5090,,,
Wapiti n° 120,,,,rien,,Milan,,Text;Periodical,,,120,Cycle 2,Loanable,5091,,,
Wapiti n° 204,,,,rien,,Milan,,Text;Periodical,,,204,Cycle 2,Loanable,5092,,,
Wapiti n° 157,,,,rien,,Milan,,Text;Periodical,,,157,Cycle 2,Loanable,5093,,,
Wapiti n° 253,,,,rien,,Milan,,Text;Periodical,,,253,Cycle 2,Loanable,5094,,,
Wapiti n° 183,,,,rien,,Milan,,Text;Periodical,,,183,Cycle 2,Loanable,5095,,,
Wapiti n° 205,,,,rien,,Milan,,Text;Periodical,,,205,Cycle 2,Loanable,5096,,,
Wapiti n° 120,,,,rien,,Milan,,Text;Periodical,,,120,Cycle 2,Loanable,5098,,,
Wapiti n° 161,,,,rien,,Milan,,Text;Periodical,,,161,Cycle 2,Loanable,5099,,,
Wapiti n° 165,,,,rien,,Milan,,Text;Periodical,,,165,Cycle 2,Loanable,5100,,,
Wapiti n° 225,,,,rien,,Milan,,Text;Periodical,,,225,Cycle 2,Loanable,5101,,,
Wapiti n° 179,,,,rien,,Milan,,Text;Periodical,,,179,Cycle 2,Loanable,5102,,,
Wapiti n° 226,,,,rien,,Milan,,Text;Periodical,,,226,Cycle 2,Loanable,5103,,,
Wakou n° 121,,,,rien,,Milan,,Text;Periodical,,,121,Cycle 2,Loanable,5104,,,
Wakou n° 204,,,,rien,,Milan,,Text;Periodical,,Wakou,204,Cycle 2,Loanable,5105,,,
Wakou n° 120,,,,rien,,Milan,,Text;Periodical,,Wakou,120,Cycle 2,Loanable,5106,,,
Wakou n° 126,,,,rien,,Milan,,Text;Periodical,,Wakou,126,Cycle 2,Loanable,5107,,,
Wakou n° 13,,,,rien,,Milan,,Text;Periodical,,Wakou,13,Cycle 2,Loanable,5109,,,
Wakou n° 132,,,,rien,,Milan,,Text;Periodical,,Wakou,132,Cycle 2,Loanable,5110,,,
Wakou n° 102,,,,rien,,Milan,,Text;Periodical,,Wakou,102,Cycle 2,Loanable,5111,,,
Wakou n° 202,,,,rien,,Milan,,Text;Periodical,,,202,Cycle 2,Loanable,5112,,,
Wakou n° 158,,,,rien,,Milan,,Text;Periodical,,,158,Cycle 2,Loanable,5113,,,
Wakou n° 86,,,,rien,,Milan,,Text;Periodical,,,86,Cycle 2,Loanable,5114,,,
Wakou n° 105,,,,rien,,Milan,,Text;Periodical,,,105,Cycle 2,Loanable,5115,,,
Wakou n° 95,,,,rien,,Milan,,Text;Periodical,,,95,Cycle 2,Loanable,5116,,,
Wakou n° 127,,,,rien,,Milan,,Text;Periodical,,,127,Cycle 2,Loanable,5117,,,
Wakou n° 98,,,,rien,,Milan,,Text;Periodical,,,98,Cycle 2,Loanable,5118,,,
Wakou n° 116,,,,rien,,Milan,,Text;Periodical,,,116,Cycle 2,Loanable,5121,,,
Wakou n° 203,,,,rien,,Milan,,Text;Periodical,,,203,Cycle 2,Loanable,5122,,,
J magazine n° 225,,,,rien,,,,Text;Periodical,,,225,Cycle 2,Loanable,5123,,,
Grand J n° 44,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,44,Cycle 2,Loanable,5124,,,
Grand J n° 72,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,72,Cycle 2,Loanable,5125,,,
Grand J n° 43,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,43,Cycle 2,Loanable,5126,,,
J magazine n° 228,,,,rien,,,,Text;Periodical,,,228,Cycle 2,Loanable,5127,,,
J'aime lire n° 255,,,,rien,,Bayard,,Text;Periodical,,,255,Cycle 2,Loanable,5128,,,
J magazine n° 227,,,,rien,,,,Text;Periodical,,,227,Cycle 2,Loanable,5129,,,
J magazine n° 215,,,,rien,,,,Text;Periodical,,,215,Cycle 2,Loanable,5130,,,
J magazine n° 209,,,,rien,,,,Text;Periodical,,,209,Cycle 2,Loanable,5131,,,
J magazine n° 221,,,,rien,,,,Text;Periodical,,,221,Cycle 2,Loanable,5132,,,
J magazine n° 218,,,,rien,,,,Text;Periodical,,,218,Cycle 2,Loanable,5133,,,
Grand J n° 74,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,74,Cycle 2,Loanable,5134,,,
Grand J n° 71,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,71,Cycle 2,Loanable,5135,,,
Grand J n° 74,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,74,Cycle 2,Loanable,5136,,,
J'aime lire n° 212,,,,rien,,Bayard,,Text;Periodical,,,212,Cycle 2,Loanable,5137,,,
Grand J n° 81,,,,rien,,P.E.M.F.,,Text;Periodical,,Grand J,81,Cycle 2,Loanable,5138,,,
Grand J n° 86,,,,rien,,P.E.M.F.,,Text;Periodical,,,86,Cycle 2,Loanable,5139,,,
Grand J n° 69,,,,rien,,P.E.M.F.,,Text;Periodical,,,69,Cycle 2,Loanable,5140,,,
J'aime lire n° 233,,,,rien,,Bayard,,Text;Periodical,,,233,Cycle 2,Loanable,5141,,,
Grand J n° 61,,,,rien,,P.E.M.F.,,Text;Periodical,,,61,Cycle 2,Loanable,5142,,,
Grand J n° 62,,,,rien,,P.E.M.F.,,Text;Periodical,,,62,Cycle 2,Loanable,5143,,,
Grand J n° 78,,,,rien,,P.E.M.F.,,Text;Periodical,,,78,Cycle 2,Loanable,5144,,,
Grand J n° 85,,,,rien,,P.E.M.F.,,Text;Periodical,,,85,Cycle 2,Loanable,5145,,,
J'aime lire n° 172,,,,rien,,Bayard,,Text;Periodical,,,172,Cycle 2,Loanable,5161,,,
J'aime lire n° 230,,,,rien,,Bayard,,Text;Periodical,,,230,Cycle 2,Loanable,5163,,,
Wakou n° 97,,,,rien,,Milan,,Text;Periodical,,,97,Cycle 2,Loanable,5168,,,
Wakou n° 97,,,,rien,,Milan,,Text;Periodical,,,97,Cycle 2,Loanable,5169,,,
Wakou n° 27,,,,rien,,Milan,,Text;Periodical,,Wakou,27,Cycle 2,Loanable,5170,,,
Wakou n° 21,,,,rien,,Milan,,Text;Periodical,,Wakou,21,Cycle 2,Loanable,5171,,,
Wakou n° 16,,,,rien,,Milan,,Text;Periodical,,Wakou,16,Cycle 2,Loanable,5172,,,
Wakou n° 3,,,,rien,,Milan,,Text;Periodical,,Wakou,3,Cycle 2,Loanable,5173,,,
Wakou n° 83,,,,rien,,Milan,,Text;Periodical,,Wakou,83,Cycle 2,Loanable,5174,,,
Wakou n° 163,,,,rien,,Milan,,Text;Periodical,,Wakou,163,Cycle 2,Loanable,5175,,,
Wakou n° 107,,,,rien,,Milan,,Text;Periodical,,Wakou,107,Cycle 2,Loanable,5176,,,
Wakou n° 146,,,,rien,,Milan,,Text;Periodical,,Wakou,146,Cycle 2,Loanable,5177,,,
Wakou n° 144,,,,rien,,Milan,,Text;Periodical,,Wakou,144,Cycle 2,Loanable,5178,,,
Wakou n° 140,,,,rien,,Milan,,Text;Periodical,,Wakou,140,Cycle 2,Loanable,5179,,,
Wakou n° 28,,,,rien,,Milan,,Text;Periodical,,Wakou,28,Cycle 2,Loanable,5190,,,
Blaireau n° 48,,,,rien,,Gallimard,,Text,,,48,Cycle 2,Loanable,5191,,,
Blaireau n° 34,,,,rien,,Gallimard,,Text,,,34,Cycle 2,Loanable,5192,,,
Blaireau n° 42,,,,rien,,Gallimard,,Text,,,42,Cycle 2,Loanable,5193,,,
Blaireau n° 45,,,,rien,,Gallimard,,Text,,,45,Cycle 2,Loanable,5194,,,
Blaireau n° 53,,,,rien,,Gallimard,,Text,,,53,Cycle 2,Loanable,5195,,,
Blaireau n° 54,,,,rien,,Gallimard,,Text,,,54,Cycle 2,Loanable,5196,,,
Blaireau n° 111,,,,rien,,Gallimard,,Text,,,111,Cycle 2,Loanable,5197,,,
Blaireau n° 137,,,,rien,,Gallimard,,Text,,,137,Cycle 2,Loanable,5198,,,
J'aime lire n° 213,,,,rien,,Bayard,,Text;Periodical,,,213,Cycle 2,Loanable,5200,,,
J'aime lire n° 70,,,,rien,,Bayard,,Text;Periodical,,,70,Cycle 2,Loanable,5201,,,
J'aime lire n° 218,,,,rien,,Bayard,,Text;Periodical,,,218,Cycle 2,Loanable,5202,,,
Blaireau n° 39,,,,rien,,Gallimard,,Text,,,39,Cycle 2,Loanable,5203,,,
Blaireau n° 95,,,,rien,,Gallimard,,Text,,,95,Cycle 2,Loanable,5204,,,
Blaireau n° 93,,,,rien,,Gallimard,,Text,,,93,Cycle 2,Loanable,5205,,,
Blaireau n° 49,,,,rien,,Gallimard,,Text;Periodical,,,49,Cycle 2,Loanable,5206,,,
Blaireau n° 89,,,,rien,,Gallimard,,Text,,,89,Cycle 2,Loanable,5207,,,
Blaireau n° 85,,,,rien,,Gallimard,,Text,,,85,Cycle 2,Loanable,5208,,,
J'aime lire n° 181,,,,rien,,Bayard,,Text;Periodical,,,181,Cycle 2,Loanable,6133,,,
J'aime lire n°260,,,,rien,,Bayard,,Text;Periodical,,,,Cycle 2,Loanable,6160,,,
J'aime lire n° 70,,,,rien,,Bayard,,Text;Periodical,,,70,Cycle 2,Loanable,2046,,,
J'étais enfant en 1936,2.7320.3088.0,"Bordier, Roger",,France : histoire,,Sorbier,1986,Text,23 cm,J'étais enfant,,Cycle 3,Loanable,6180,944.000,,
Le livre des découvertes et des inventions,2070395049,Besson,Besson,science appliquée,,Gallimard,1983,Text,,Découverte cadet,,Cycle 3,Loanable,6181,600.000,,
Histoire des Français,2.01.006970.6,"Miquel, Pierre","Probst, Pierre",France : histoire,,Hachette,1986,Text,30 cm,Vie privée des hommes,,Elémentaire,Loanable,6182,940.000,,
Champollion,2211065813,"Rumford, James",,biographie: homme célèbre|Egy,"Il y a des vies courtes mais bien remplies, et qui laissent une trace glorieuse. Telle fut celle de Jean-François Champollion, qui vécut au début du XIXe siècle et mourut à l'âge de quarante-deux ans. Passionné d'Égypte ancienne, il fut le premier à déchiffrer les inscriptions mystérieuses qu'on a trouvées gravées et sculptées sur les temples et les monuments du temps des pharaons.",Ecole des loisirs,2002,Text,33 pages,Archimède,,Cycle 2,Loanable,6183,800.000,,
Au clair de la lune et autres chansons,2246464218,,Boiry,chanson|audition|spectacle,"Une douzaine de mélodies populaires connues sont présentées, avec les paroles, dans un décor d'animaux, comme s'ils étaient acteurs d'une comédie musicale.",Grasset,1992,Text,,Lecteurs en herbe,,Pré-élémentaire,Loanable,6184,783.000,,
Ratus va chez le coiffeur,2218056291,"Guion, Jeanine et Jean","Vogel, Olivier",histoire d'animaux|langage,,Hatier,1995,Text,,Ratus poche rouge,,Cycle 2,Loanable,6185,800.000,,
Ratus et les lapins,2218056305,"Guion, Jeanine et Jean","Vogel, Olivier",histoire d'animaux|langage,,Hatier,1995,Text,,Ratus poche rouge,,Cycle 2,Loanable,6186,800.000,,
Duvet ne veut pas voler,2081661446,"Girardon, Jacqueline","Pied, Savine",histoire d'animaux|relation p,"J'ai écrit cette histoire suite à une réflexion élémentaire sur le sens de la vie, à savoir que pour avancer, acquérir la vraie liberté, on est toujours appelé à quitter quelque chose. C'est vrai pour l'enfant. C'est vrai pour l'adulte à tous les âges. La trame de mon histoire est dans cette petite ritournelle : ""Il y a un temps pour se laisser bercer,/ Il y a un temps pour quitter le nid et prendre son vol"". Elle m'a été inspirée par hasard, d'un tout petit passage de la Bible, exactement de l'Ecclésiaste (ch., 3 verset 1 à 9). Cela parle du temps et de la durée et commence ainsi : ""Il y a un moment pour tout et un temps pour chaque chose dans le ciel,/ Un temps pour enfanter et un temps pour mourir,/ Un temps pour planter et un temps pour arracher le plant."" Etc... Ce balancement des contraires se poursuit ainsi et me faisait penser au balancement de mon nid d'oiseaux dans la forêt de mon histoire. Au moment le plus critique de l'histoire, j'ai fait intervenir le serpent, personnage de réputation perfide. Qui devait sauver la situation ? La cigogne, oiseau bienfaisant par excellence. L'enfant, bloqué dans son développement, a souvent besoin d'interventions extérieures à sa famille. C'est aussi une leçon de l'histoire.  Jacqueline Girardon",Flammarion,1987,Text,28 pages,Pere castor,,Cycle 2,Loanable,2067,800.000,,
Dumbo l'éléphant volant,2010135679,"Disney, Walt","Disney, Walt",histoire d'animaux|aventures,,Hachette,1978,Text,24 cm,,,Pré-élémentaire,Loanable,2068,800.000,,
La Belle et la Bête,2.23.000151.5,"Disney, Walt",Collectif,conte,,Disney Hachette édition,1992,Text,45,,,Elémentaire,Loanable,2069,800.000,,
Youpi n° 219,,,,rien,,Bayard,,Text;Periodical,,,219,Elémentaire,Loanable,2070,,,
Youpi n° 96,,,,rien,,Bayard,,Text;Periodical,,,96,Elémentaire,Loanable,2071,,,
Youpi n° 105,,,,rien,,Bayard,,Text;Periodical,,,105,Elémentaire,Loanable,2072,,,
Youpi n° 173,,,,rien,,Bayard,,Text;Periodical,,,173,Elémentaire,Loanable,2074,,,
Youpi n° 106,,,,rien,,Bayard,,Text;Periodical,,,106,Elémentaire,Loanable,2075,,,
Youpi n° 117,,,,rien,,Bayard,,Text;Periodical,,,117,Elémentaire,Loanable,2076,,,
J'aime lire n° 226,,,,rien,,Bayard,,Text;Periodical,,,226,Elémentaire,Loanable,2079,,,
J'aime lire n° 227,,,,rien,,Bayard,,Text;Periodical,,,227,Elémentaire,Loanable,2080,,,
J'aime lire n° 228,,,,rien,,Bayard,,Text;Periodical,,,228,Elémentaire,Loanable,2081,,,
J'aime lire n° 229,,,,rien,,Bayard,,Text;Periodical,,,229,Elémentaire,Loanable,2082,,,
J'aime lire n° 224,,,,rien,,Bayard,,Text;Periodical,,,224,Elémentaire,Loanable,2083,,,
J'aime lire n° 225,,,,rien,,Bayard,,Text;Periodical,,,225,Elémentaire,Loanable,2084,,,
J'aime lire n° 222,,,,rien,"La vie est bien malheureuse pour James Henry Trotter auprès de ses deux tantes redoutablement méchantes, tante Eponge, petite et ronde comme un ballon, et tante Piquette longue, sèche et osseuse. Deux abominables personnes qui ne cessent de tourmenter et de maltraiter le pauvre enfant. Mais un jour qu'il est occupé à scier du bois, il rencontre un bien curieux personnage. Un vieil homme vêtu d'un costume vert lui confie un sac rempli de mille petites choses vertes recelant tout le pouvoir magique du monde. Mais James, qui n'a décidément pas de chance, renverse le sac et son contenu. C'est alors qu'une pêche se met à pousser sur le vieux pêcher qui n'avait jamais donné de fruits. Elle pousse, pousse jusqu'à devenir aussi grande qu'une maison. La vie de James va s'en trouver bouleversée...",Bayard,,Text;Periodical,,,222,Elémentaire,Loanable,2087,,,
J'aime lire n° 298,,,,rien,,Bayard,,Text;Periodical,,,298,Elémentaire,Loanable,2088,,,
J'aime lire n° 223,,,,rien,,Bayard,,Text;Periodical,,,223,Elémentaire,Loanable,2089,,,
J'aime lire n° 241,,,,rien,,Bayard,,Text;Periodical,,,241,Elémentaire,Loanable,2091,,,
J'aime lire n° 289,,,,rien,,Bayard,,Text;Periodical,,,289,Elémentaire,Loanable,2092,,,
J'aime lire n° 242,,,,rien,,Bayard,,Text;Periodical,,,242,Elémentaire,Loanable,2093,,,
J'aime lire n° 154,,,,rien,,Bayard,,Text;Periodical,,,154,Elémentaire,Loanable,2094,,,
J'aime lire n° 374,,,,rien,,Bayard,,Text;Periodical,,,374,Elémentaire,Loanable,2095,,,
J'aime lire n° 180,,,,rien,,Bayard,,Text;Periodical,,,180,Elémentaire,Loanable,2096,,,
J'aime lire n° 179,,,,rien,,Bayard,,Text;Periodical,,,179,Elémentaire,Loanable,2097,,,
